2026-05-03 08:08:28,264 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0000', 'round': 1}
2026-05-03 22:15:44,787 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0198', 'round': 1}
2026-05-03 22:29:46,913 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0002', 'round': 1}
2026-05-03 22:37:43,504 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0004', 'round': 1}
2026-05-03 23:40:10,835 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0026', 'round': 1}
2026-05-03 23:40:15,304 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0026', 'round': 1}
2026-05-03 23:40:21,257 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0026', 'round': 1}
2026-05-03 23:40:51,941 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0026', 'round': 1}
2026-05-03 23:42:30,362 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:42:34,727 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:42:41,434 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:43:05,479 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:43:09,920 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:43:16,093 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:43:26,258 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 4/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:43:44,566 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 5/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0027', 'round': 1}
2026-05-03 23:49:30,305 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0028', 'round': 1}
2026-05-04 00:12:56,709 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0036', 'round': 1}
2026-05-04 00:13:01,208 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0036', 'round': 1}
2026-05-04 00:13:07,145 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0036', 'round': 1}
2026-05-04 00:13:25,923 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0036', 'round': 1}
2026-05-04 00:38:46,963 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0044', 'round': 1}
